head	relation	tail	head_type	tail_type
ENSG00000162385	interacts_with	ENSG00000063177	Gene	Gene
ENSG00000063177	interacts_with	ENSG00000162385	Gene	Gene
ENSG00000061273	interacts_with	ENSG00000177565	Gene	Gene
ENSG00000177565	interacts_with	ENSG00000061273	Gene	Gene
ENSG00000142798	interacts_with	ENSG00000128052	Gene	Gene
ENSG00000128052	interacts_with	ENSG00000142798	Gene	Gene
ENSG00000070770	interacts_with	ENSG00000138029	Gene	Gene
ENSG00000138029	interacts_with	ENSG00000070770	Gene	Gene
ENSG00000132436	interacts_with	ENSG00000004487	Gene	Gene
ENSG00000004487	interacts_with	ENSG00000132436	Gene	Gene
ENSG00000094880	interacts_with	ENSG00000004487	Gene	Gene
ENSG00000004487	interacts_with	ENSG00000094880	Gene	Gene
ENSG00000176624	interacts_with	ENSG00000274474	Gene	Gene
ENSG00000274474	interacts_with	ENSG00000176624	Gene	Gene
ENSG00000166130	interacts_with	ENSG00000004487	Gene	Gene
ENSG00000004487	interacts_with	ENSG00000166130	Gene	Gene
ENSG00000069956	interacts_with	ENSG00000130741	Gene	Gene
ENSG00000130741	interacts_with	ENSG00000069956	Gene	Gene
ENSG00000152785	interacts_with	ENSG00000198890	Gene	Gene
ENSG00000198890	interacts_with	ENSG00000152785	Gene	Gene
ENSG00000162385	interacts_with	ENSG00000100941	Gene	Gene
ENSG00000100941	interacts_with	ENSG00000162385	Gene	Gene
ENSG00000166484	interacts_with	ENSG00000111640	Gene	Gene
ENSG00000111640	interacts_with	ENSG00000166484	Gene	Gene
ENSG00000004487	interacts_with	ENSG00000100764	Gene	Gene
ENSG00000100764	interacts_with	ENSG00000004487	Gene	Gene
ENSG00000162385	interacts_with	ENSG00000101343	Gene	Gene
ENSG00000101343	interacts_with	ENSG00000162385	Gene	Gene
ENSG00000113141	interacts_with	ENSG00000004487	Gene	Gene
ENSG00000004487	interacts_with	ENSG00000113141	Gene	Gene
ENSG00000175899	interacts_with	ENSG00000075624	Gene	Gene
ENSG00000075624	interacts_with	ENSG00000175899	Gene	Gene
ENSG00000087095	interacts_with	ENSG00000157933	Gene	Gene
ENSG00000157933	interacts_with	ENSG00000087095	Gene	Gene
ENSG00000184343	interacts_with	ENSG00000185298	Gene	Gene
ENSG00000185298	interacts_with	ENSG00000184343	Gene	Gene
ENSG00000100697	interacts_with	ENSG00000179409	Gene	Gene
ENSG00000179409	interacts_with	ENSG00000100697	Gene	Gene
ENSG00000070770	interacts_with	ENSG00000171566	Gene	Gene
ENSG00000171566	interacts_with	ENSG00000070770	Gene	Gene
ENSG00000141639	interacts_with	ENSG00000099797	Gene	Gene
ENSG00000099797	interacts_with	ENSG00000141639	Gene	Gene
ENSG00000168036	interacts_with	ENSG00000173039	Gene	Gene
ENSG00000173039	interacts_with	ENSG00000168036	Gene	Gene
ENSG00000183304	interacts_with	ENSG00000070495	Gene	Gene
ENSG00000070495	interacts_with	ENSG00000183304	Gene	Gene
ENSG00000141543	interacts_with	ENSG00000100813	Gene	Gene
ENSG00000100813	interacts_with	ENSG00000141543	Gene	Gene
ENSG00000111596	interacts_with	ENSG00000100354	Gene	Gene
ENSG00000100354	interacts_with	ENSG00000111596	Gene	Gene
ENSG00000135250	interacts_with	ENSG00000169249	Gene	Gene
ENSG00000169249	interacts_with	ENSG00000135250	Gene	Gene
ENSG00000078687	interacts_with	ENSG00000125107	Gene	Gene
ENSG00000125107	interacts_with	ENSG00000078687	Gene	Gene
ENSG00000058729	interacts_with	ENSG00000069329	Gene	Gene
ENSG00000069329	interacts_with	ENSG00000058729	Gene	Gene
ENSG00000116478	interacts_with	ENSG00000073614	Gene	Gene
ENSG00000073614	interacts_with	ENSG00000116478	Gene	Gene
ENSG00000105723	interacts_with	ENSG00000168646	Gene	Gene
ENSG00000168646	interacts_with	ENSG00000105723	Gene	Gene
ENSG00000112739	interacts_with	ENSG00000188130	Gene	Gene
ENSG00000188130	interacts_with	ENSG00000112739	Gene	Gene
ENSG00000147099	interacts_with	ENSG00000058453	Gene	Gene
ENSG00000058453	interacts_with	ENSG00000147099	Gene	Gene
ENSG00000141510	interacts_with	ENSG00000070770	Gene	Gene
ENSG00000070770	interacts_with	ENSG00000141510	Gene	Gene
ENSG00000141543	interacts_with	ENSG00000142541	Gene	Gene
ENSG00000142541	interacts_with	ENSG00000141543	Gene	Gene
ENSG00000152455	interacts_with	ENSG00000011451	Gene	Gene
ENSG00000011451	interacts_with	ENSG00000152455	Gene	Gene
ENSG00000185386	interacts_with	ENSG00000130829	Gene	Gene
ENSG00000130829	interacts_with	ENSG00000185386	Gene	Gene
ENSG00000135446	interacts_with	ENSG00000105810	Gene	Gene
ENSG00000105810	interacts_with	ENSG00000135446	Gene	Gene
ENSG00000178394	interacts_with	ENSG00000077782	Gene	Gene
ENSG00000077782	interacts_with	ENSG00000178394	Gene	Gene
ENSG00000112739	interacts_with	ENSG00000167978	Gene	Gene
ENSG00000167978	interacts_with	ENSG00000112739	Gene	Gene
ENSG00000004487	interacts_with	ENSG00000138813	Gene	Gene
ENSG00000138813	interacts_with	ENSG00000004487	Gene	Gene
ENSG00000050748	interacts_with	ENSG00000109339	Gene	Gene
ENSG00000109339	interacts_with	ENSG00000050748	Gene	Gene
ENSG00000048052	interacts_with	ENSG00000111641	Gene	Gene
ENSG00000111641	interacts_with	ENSG00000048052	Gene	Gene
ENSG00000083642	interacts_with	ENSG00000083093	Gene	Gene
ENSG00000083093	interacts_with	ENSG00000083642	Gene	Gene
ENSG00000087095	interacts_with	ENSG00000276082	Gene	Gene
ENSG00000276082	interacts_with	ENSG00000087095	Gene	Gene
ENSG00000261893	interacts_with	ENSG00000136709	Gene	Gene
ENSG00000136709	interacts_with	ENSG00000261893	Gene	Gene
ENSG00000126457	interacts_with	ENSG00000101447	Gene	Gene
ENSG00000101447	interacts_with	ENSG00000126457	Gene	Gene
ENSG00000050748	interacts_with	ENSG00000101680	Gene	Gene
ENSG00000101680	interacts_with	ENSG00000050748	Gene	Gene
ENSG00000281877	interacts_with	ENSG00000120539	Gene	Gene
ENSG00000120539	interacts_with	ENSG00000281877	Gene	Gene
ENSG00000055332	interacts_with	ENSG00000073792	Gene	Gene
ENSG00000073792	interacts_with	ENSG00000055332	Gene	Gene
ENSG00000164299	interacts_with	ENSG00000004487	Gene	Gene
ENSG00000004487	interacts_with	ENSG00000164299	Gene	Gene
ENSG00000112739	interacts_with	ENSG00000125835	Gene	Gene
ENSG00000125835	interacts_with	ENSG00000112739	Gene	Gene
ENSG00000115694	interacts_with	ENSG00000104695	Gene	Gene
ENSG00000104695	interacts_with	ENSG00000115694	Gene	Gene
ENSG00000281320	interacts_with	ENSG00000105738	Gene	Gene
ENSG00000105738	interacts_with	ENSG00000281320	Gene	Gene
ENSG00000091831	interacts_with	ENSG00000159228	Gene	Gene
ENSG00000159228	interacts_with	ENSG00000091831	Gene	Gene
ENSG00000198890	interacts_with	ENSG00000066117	Gene	Gene
ENSG00000066117	interacts_with	ENSG00000198890	Gene	Gene
ENSG00000169548	interacts_with	ENSG00000004487	Gene	Gene
ENSG00000004487	interacts_with	ENSG00000169548	Gene	Gene
ENSG00000048052	interacts_with	ENSG00000148773	Gene	Gene
ENSG00000148773	interacts_with	ENSG00000048052	Gene	Gene
ENSG00000111596	interacts_with	ENSG00000288130	Gene	Gene
ENSG00000288130	interacts_with	ENSG00000111596	Gene	Gene
ENSG00000135250	interacts_with	ENSG00000111641	Gene	Gene
ENSG00000111641	interacts_with	ENSG00000135250	Gene	Gene
ENSG00000082701	interacts_with	ENSG00000082397	Gene	Gene
ENSG00000082397	interacts_with	ENSG00000082701	Gene	Gene
ENSG00000070770	interacts_with	ENSG00000221978	Gene	Gene
ENSG00000221978	interacts_with	ENSG00000070770	Gene	Gene
ENSG00000198890	interacts_with	ENSG00000138131	Gene	Gene
ENSG00000138131	interacts_with	ENSG00000198890	Gene	Gene
ENSG00000141543	interacts_with	ENSG00000102081	Gene	Gene
ENSG00000102081	interacts_with	ENSG00000141543	Gene	Gene
ENSG00000173621	interacts_with	ENSG00000170027	Gene	Gene
ENSG00000170027	interacts_with	ENSG00000173621	Gene	Gene
ENSG00000141543	interacts_with	ENSG00000101343	Gene	Gene
ENSG00000101343	interacts_with	ENSG00000141543	Gene	Gene
ENSG00000142875	interacts_with	ENSG00000121057	Gene	Gene
ENSG00000121057	interacts_with	ENSG00000142875	Gene	Gene
ENSG00000184634	interacts_with	ENSG00000163513	Gene	Gene
ENSG00000163513	interacts_with	ENSG00000184634	Gene	Gene
ENSG00000155111	interacts_with	ENSG00000112237	Gene	Gene
ENSG00000112237	interacts_with	ENSG00000155111	Gene	Gene
ENSG00000166333	interacts_with	ENSG00000198453	Gene	Gene
ENSG00000198453	interacts_with	ENSG00000166333	Gene	Gene
ENSG00000156873	interacts_with	ENSG00000278540	Gene	Gene
ENSG00000278540	interacts_with	ENSG00000156873	Gene	Gene
ENSG00000141543	interacts_with	ENSG00000129351	Gene	Gene
ENSG00000129351	interacts_with	ENSG00000141543	Gene	Gene
ENSG00000141543	interacts_with	ENSG00000143621	Gene	Gene
ENSG00000143621	interacts_with	ENSG00000141543	Gene	Gene
ENSG00000141543	interacts_with	ENSG00000084072	Gene	Gene
ENSG00000084072	interacts_with	ENSG00000141543	Gene	Gene
ENSG00000132964	interacts_with	ENSG00000123066	Gene	Gene
ENSG00000123066	interacts_with	ENSG00000132964	Gene	Gene
ENSG00000166333	interacts_with	ENSG00000105197	Gene	Gene
ENSG00000105197	interacts_with	ENSG00000166333	Gene	Gene
ENSG00000112739	interacts_with	ENSG00000175467	Gene	Gene
ENSG00000175467	interacts_with	ENSG00000112739	Gene	Gene
ENSG00000135250	interacts_with	ENSG00000167088	Gene	Gene
ENSG00000167088	interacts_with	ENSG00000135250	Gene	Gene
ENSG00000104375	interacts_with	ENSG00000250506	Gene	Gene
ENSG00000250506	interacts_with	ENSG00000104375	Gene	Gene
ENSG00000141510	interacts_with	ENSG00000175110	Gene	Gene
ENSG00000175110	interacts_with	ENSG00000141510	Gene	Gene
ENSG00000118579	interacts_with	ENSG00000198890	Gene	Gene
ENSG00000198890	interacts_with	ENSG00000118579	Gene	Gene
ENSG00000004487	interacts_with	ENSG00000159210	Gene	Gene
ENSG00000159210	interacts_with	ENSG00000004487	Gene	Gene
ENSG00000172936	interacts_with	ENSG00000107099	Gene	Gene
ENSG00000107099	interacts_with	ENSG00000172936	Gene	Gene
ENSG00000101945	interacts_with	ENSG00000100764	Gene	Gene
ENSG00000100764	interacts_with	ENSG00000101945	Gene	Gene
ENSG00000170027	interacts_with	ENSG00000118046	Gene	Gene
ENSG00000118046	interacts_with	ENSG00000170027	Gene	Gene
ENSG00000198890	interacts_with	ENSG00000276726	Gene	Gene
ENSG00000276726	interacts_with	ENSG00000198890	Gene	Gene
ENSG00000176624	interacts_with	ENSG00000135829	Gene	Gene
ENSG00000135829	interacts_with	ENSG00000176624	Gene	Gene
ENSG00000010219	interacts_with	ENSG00000136709	Gene	Gene
ENSG00000136709	interacts_with	ENSG00000010219	Gene	Gene
ENSG00000153094	interacts_with	ENSG00000141682	Gene	Gene
ENSG00000141682	interacts_with	ENSG00000153094	Gene	Gene
ENSG00000213923	interacts_with	ENSG00000173320	Gene	Gene
ENSG00000173320	interacts_with	ENSG00000213923	Gene	Gene
ENSG00000288516	interacts_with	ENSG00000124164	Gene	Gene
ENSG00000124164	interacts_with	ENSG00000288516	Gene	Gene
ENSG00000100462	interacts_with	ENSG00000172432	Gene	Gene
ENSG00000172432	interacts_with	ENSG00000100462	Gene	Gene
ENSG00000163932	interacts_with	ENSG00000166501	Gene	Gene
ENSG00000166501	interacts_with	ENSG00000163932	Gene	Gene
ENSG00000275111	interacts_with	ENSG00000100462	Gene	Gene
ENSG00000100462	interacts_with	ENSG00000275111	Gene	Gene
ENSG00000005022	interacts_with	ENSG00000169100	Gene	Gene
ENSG00000169100	interacts_with	ENSG00000005022	Gene	Gene
ENSG00000171060	interacts_with	ENSG00000198890	Gene	Gene
ENSG00000198890	interacts_with	ENSG00000171060	Gene	Gene
ENSG00000135250	interacts_with	ENSG00000169564	Gene	Gene
ENSG00000169564	interacts_with	ENSG00000135250	Gene	Gene
ENSG00000162385	interacts_with	ENSG00000147604	Gene	Gene
ENSG00000147604	interacts_with	ENSG00000162385	Gene	Gene
ENSG00000184343	interacts_with	ENSG00000116350	Gene	Gene
ENSG00000116350	interacts_with	ENSG00000184343	Gene	Gene
ENSG00000198890	interacts_with	ENSG00000204316	Gene	Gene
ENSG00000204316	interacts_with	ENSG00000198890	Gene	Gene
ENSG00000113712	interacts_with	ENSG00000140553	Gene	Gene
ENSG00000140553	interacts_with	ENSG00000113712	Gene	Gene
ENSG00000070770	interacts_with	ENSG00000161011	Gene	Gene
ENSG00000161011	interacts_with	ENSG00000070770	Gene	Gene
ENSG00000058091	interacts_with	ENSG00000134072	Gene	Gene
ENSG00000134072	interacts_with	ENSG00000058091	Gene	Gene
ENSG00000281320	interacts_with	ENSG00000178252	Gene	Gene
ENSG00000178252	interacts_with	ENSG00000281320	Gene	Gene
ENSG00000112062	interacts_with	ENSG00000169714	Gene	Gene
ENSG00000169714	interacts_with	ENSG00000112062	Gene	Gene
ENSG00000141543	interacts_with	ENSG00000110107	Gene	Gene
ENSG00000110107	interacts_with	ENSG00000141543	Gene	Gene
ENSG00000179335	interacts_with	ENSG00000137269	Gene	Gene
ENSG00000137269	interacts_with	ENSG00000179335	Gene	Gene
ENSG00000100427	interacts_with	ENSG00000198890	Gene	Gene
ENSG00000198890	interacts_with	ENSG00000100427	Gene	Gene
ENSG00000101945	interacts_with	ENSG00000196220	Gene	Gene
ENSG00000196220	interacts_with	ENSG00000101945	Gene	Gene
ENSG00000163517	interacts_with	ENSG00000047315	Gene	Gene
ENSG00000047315	interacts_with	ENSG00000163517	Gene	Gene
ENSG00000050748	interacts_with	ENSG00000167996	Gene	Gene
ENSG00000167996	interacts_with	ENSG00000050748	Gene	Gene
ENSG00000100462	interacts_with	ENSG00000099399	Gene	Gene
ENSG00000099399	interacts_with	ENSG00000100462	Gene	Gene
ENSG00000078687	interacts_with	ENSG00000111596	Gene	Gene
ENSG00000111596	interacts_with	ENSG00000078687	Gene	Gene
ENSG00000213923	interacts_with	ENSG00000008277	Gene	Gene
ENSG00000008277	interacts_with	ENSG00000213923	Gene	Gene
ENSG00000198791	interacts_with	ENSG00000078687	Gene	Gene
ENSG00000078687	interacts_with	ENSG00000198791	Gene	Gene
ENSG00000111218	interacts_with	ENSG00000134086	Gene	Gene
ENSG00000134086	interacts_with	ENSG00000111218	Gene	Gene
ENSG00000196591	interacts_with	ENSG00000239264	Gene	Gene
ENSG00000239264	interacts_with	ENSG00000196591	Gene	Gene
ENSG00000184731	interacts_with	ENSG00000142208	Gene	Gene
ENSG00000142208	interacts_with	ENSG00000184731	Gene	Gene
ENSG00000135250	interacts_with	ENSG00000109606	Gene	Gene
ENSG00000109606	interacts_with	ENSG00000135250	Gene	Gene
ENSG00000162385	interacts_with	ENSG00000136450	Gene	Gene
ENSG00000136450	interacts_with	ENSG00000162385	Gene	Gene
ENSG00000096063	interacts_with	ENSG00000169564	Gene	Gene
ENSG00000169564	interacts_with	ENSG00000096063	Gene	Gene
ENSG00000061273	interacts_with	ENSG00000101849	Gene	Gene
ENSG00000101849	interacts_with	ENSG00000061273	Gene	Gene
ENSG00000087095	interacts_with	ENSG00000140332	Gene	Gene
ENSG00000140332	interacts_with	ENSG00000087095	Gene	Gene
ENSG00000135250	interacts_with	ENSG00000265241	Gene	Gene
ENSG00000265241	interacts_with	ENSG00000135250	Gene	Gene
ENSG00000171621	interacts_with	ENSG00000198890	Gene	Gene
ENSG00000198890	interacts_with	ENSG00000171621	Gene	Gene
ENSG00000164885	interacts_with	ENSG00000112576	Gene	Gene
ENSG00000112576	interacts_with	ENSG00000164885	Gene	Gene
ENSG00000182944	interacts_with	ENSG00000126457	Gene	Gene
ENSG00000126457	interacts_with	ENSG00000182944	Gene	Gene
ENSG00000164609	interacts_with	ENSG00000100462	Gene	Gene
ENSG00000100462	interacts_with	ENSG00000164609	Gene	Gene
ENSG00000157540	interacts_with	ENSG00000264364	Gene	Gene
ENSG00000264364	interacts_with	ENSG00000157540	Gene	Gene
ENSG00000008128	interacts_with	ENSG00000119707	Gene	Gene
ENSG00000119707	interacts_with	ENSG00000008128	Gene	Gene
ENSG00000151849	interacts_with	ENSG00000123473	Gene	Gene
ENSG00000123473	interacts_with	ENSG00000151849	Gene	Gene
ENSG00000125107	interacts_with	ENSG00000100354	Gene	Gene
ENSG00000100354	interacts_with	ENSG00000125107	Gene	Gene
ENSG00000070770	interacts_with	ENSG00000124795	Gene	Gene
ENSG00000124795	interacts_with	ENSG00000070770	Gene	Gene
ENSG00000094631	interacts_with	ENSG00000004487	Gene	Gene
ENSG00000004487	interacts_with	ENSG00000094631	Gene	Gene
ENSG00000130544	interacts_with	ENSG00000152455	Gene	Gene
ENSG00000152455	interacts_with	ENSG00000130544	Gene	Gene
ENSG00000113712	interacts_with	ENSG00000101447	Gene	Gene
ENSG00000101447	interacts_with	ENSG00000113712	Gene	Gene
ENSG00000173621	interacts_with	ENSG00000128245	Gene	Gene
ENSG00000128245	interacts_with	ENSG00000173621	Gene	Gene
ENSG00000184343	interacts_with	ENSG00000135829	Gene	Gene
ENSG00000135829	interacts_with	ENSG00000184343	Gene	Gene
ENSG00000179335	interacts_with	ENSG00000186566	Gene	Gene
ENSG00000186566	interacts_with	ENSG00000179335	Gene	Gene
ENSG00000288516	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000288516	Gene	Gene
ENSG00000138395	interacts_with	ENSG00000096060	Gene	Gene
ENSG00000096060	interacts_with	ENSG00000138395	Gene	Gene
ENSG00000113240	interacts_with	ENSG00000167978	Gene	Gene
ENSG00000167978	interacts_with	ENSG00000113240	Gene	Gene
ENSG00000127334	interacts_with	ENSG00000010219	Gene	Gene
ENSG00000010219	interacts_with	ENSG00000127334	Gene	Gene
ENSG00000261893	interacts_with	ENSG00000181555	Gene	Gene
ENSG00000181555	interacts_with	ENSG00000261893	Gene	Gene
ENSG00000160396	interacts_with	ENSG00000167658	Gene	Gene
ENSG00000167658	interacts_with	ENSG00000160396	Gene	Gene
ENSG00000132964	interacts_with	ENSG00000169813	Gene	Gene
ENSG00000169813	interacts_with	ENSG00000132964	Gene	Gene
ENSG00000178750	interacts_with	ENSG00000101945	Gene	Gene
ENSG00000101945	interacts_with	ENSG00000178750	Gene	Gene
ENSG00000173621	interacts_with	ENSG00000134308	Gene	Gene
ENSG00000134308	interacts_with	ENSG00000173621	Gene	Gene
ENSG00000156345	interacts_with	ENSG00000082805	Gene	Gene
ENSG00000082805	interacts_with	ENSG00000156345	Gene	Gene
ENSG00000128422	interacts_with	ENSG00000004487	Gene	Gene
ENSG00000004487	interacts_with	ENSG00000128422	Gene	Gene
ENSG00000162385	interacts_with	ENSG00000159140	Gene	Gene
ENSG00000159140	interacts_with	ENSG00000162385	Gene	Gene
ENSG00000102572	interacts_with	ENSG00000088986	Gene	Gene
ENSG00000088986	interacts_with	ENSG00000102572	Gene	Gene
ENSG00000117266	interacts_with	ENSG00000167658	Gene	Gene
ENSG00000167658	interacts_with	ENSG00000117266	Gene	Gene
ENSG00000004487	interacts_with	ENSG00000163820	Gene	Gene
ENSG00000163820	interacts_with	ENSG00000004487	Gene	Gene
ENSG00000213923	interacts_with	ENSG00000006607	Gene	Gene
ENSG00000006607	interacts_with	ENSG00000213923	Gene	Gene
ENSG00000048052	interacts_with	ENSG00000239306	Gene	Gene
ENSG00000239306	interacts_with	ENSG00000048052	Gene	Gene
ENSG00000162385	interacts_with	ENSG00000265681	Gene	Gene
ENSG00000265681	interacts_with	ENSG00000162385	Gene	Gene
ENSG00000163517	interacts_with	ENSG00000134987	Gene	Gene
ENSG00000134987	interacts_with	ENSG00000163517	Gene	Gene
ENSG00000067221	interacts_with	ENSG00000123374	Gene	Gene
ENSG00000123374	interacts_with	ENSG00000067221	Gene	Gene
ENSG00000106991	interacts_with	ENSG00000150093	Gene	Gene
ENSG00000150093	interacts_with	ENSG00000106991	Gene	Gene
ENSG00000004487	interacts_with	ENSG00000182645	Gene	Gene
ENSG00000182645	interacts_with	ENSG00000004487	Gene	Gene
ENSG00000145216	interacts_with	ENSG00000160310	Gene	Gene
ENSG00000160310	interacts_with	ENSG00000145216	Gene	Gene
ENSG00000101945	interacts_with	ENSG00000198353	Gene	Gene
ENSG00000198353	interacts_with	ENSG00000101945	Gene	Gene
ENSG00000070495	interacts_with	ENSG00000172123	Gene	Gene
ENSG00000172123	interacts_with	ENSG00000070495	Gene	Gene
ENSG00000103319	interacts_with	ENSG00000163625	Gene	Gene
ENSG00000163625	interacts_with	ENSG00000103319	Gene	Gene
ENSG00000059758	interacts_with	ENSG00000111640	Gene	Gene
ENSG00000111640	interacts_with	ENSG00000059758	Gene	Gene
ENSG00000135250	interacts_with	ENSG00000146963	Gene	Gene
ENSG00000146963	interacts_with	ENSG00000135250	Gene	Gene
ENSG00000135250	interacts_with	ENSG00000054118	Gene	Gene
ENSG00000054118	interacts_with	ENSG00000135250	Gene	Gene
ENSG00000128052	interacts_with	ENSG00000249915	Gene	Gene
ENSG00000249915	interacts_with	ENSG00000128052	Gene	Gene
ENSG00000184343	interacts_with	ENSG00000180228	Gene	Gene
ENSG00000180228	interacts_with	ENSG00000184343	Gene	Gene
ENSG00000116478	interacts_with	ENSG00000025800	Gene	Gene
ENSG00000025800	interacts_with	ENSG00000116478	Gene	Gene
ENSG00000141380	interacts_with	ENSG00000173473	Gene	Gene
ENSG00000173473	interacts_with	ENSG00000141380	Gene	Gene
ENSG00000141543	interacts_with	ENSG00000115875	Gene	Gene
ENSG00000115875	interacts_with	ENSG00000141543	Gene	Gene
ENSG00000101945	interacts_with	ENSG00000004487	Gene	Gene
ENSG00000004487	interacts_with	ENSG00000101945	Gene	Gene
ENSG00000141543	interacts_with	ENSG00000285435	Gene	Gene
ENSG00000285435	interacts_with	ENSG00000141543	Gene	Gene
ENSG00000103275	interacts_with	ENSG00000142453	Gene	Gene
ENSG00000142453	interacts_with	ENSG00000103275	Gene	Gene
ENSG00000070770	interacts_with	ENSG00000117523	Gene	Gene
ENSG00000117523	interacts_with	ENSG00000070770	Gene	Gene
ENSG00000058729	interacts_with	ENSG00000145907	Gene	Gene
ENSG00000145907	interacts_with	ENSG00000058729	Gene	Gene
ENSG00000166333	interacts_with	ENSG00000120438	Gene	Gene
ENSG00000120438	interacts_with	ENSG00000166333	Gene	Gene
ENSG00000185386	interacts_with	ENSG00000124006	Gene	Gene
ENSG00000124006	interacts_with	ENSG00000185386	Gene	Gene
ENSG00000177646	interacts_with	ENSG00000130159	Gene	Gene
ENSG00000130159	interacts_with	ENSG00000177646	Gene	Gene
ENSG00000070495	interacts_with	ENSG00000008441	Gene	Gene
ENSG00000008441	interacts_with	ENSG00000070495	Gene	Gene
ENSG00000142875	interacts_with	ENSG00000023516	Gene	Gene
ENSG00000023516	interacts_with	ENSG00000142875	Gene	Gene
ENSG00000126457	interacts_with	ENSG00000138813	Gene	Gene
ENSG00000138813	interacts_with	ENSG00000126457	Gene	Gene
ENSG00000261893	interacts_with	ENSG00000070756	Gene	Gene
ENSG00000070756	interacts_with	ENSG00000261893	Gene	Gene
ENSG00000112739	interacts_with	ENSG00000167005	Gene	Gene
ENSG00000167005	interacts_with	ENSG00000112739	Gene	Gene
ENSG00000175084	interacts_with	ENSG00000171100	Gene	Gene
ENSG00000171100	interacts_with	ENSG00000175084	Gene	Gene
ENSG00000160396	interacts_with	ENSG00000170638	Gene	Gene
ENSG00000170638	interacts_with	ENSG00000160396	Gene	Gene
ENSG00000066697	interacts_with	ENSG00000101945	Gene	Gene
ENSG00000101945	interacts_with	ENSG00000066697	Gene	Gene
ENSG00000184343	interacts_with	ENSG00000167978	Gene	Gene
ENSG00000167978	interacts_with	ENSG00000184343	Gene	Gene
ENSG00000276726	interacts_with	ENSG00000142453	Gene	Gene
ENSG00000142453	interacts_with	ENSG00000276726	Gene	Gene
ENSG00000156345	interacts_with	ENSG00000100519	Gene	Gene
ENSG00000100519	interacts_with	ENSG00000156345	Gene	Gene
ENSG00000173991	interacts_with	ENSG00000129170	Gene	Gene
ENSG00000129170	interacts_with	ENSG00000173991	Gene	Gene
ENSG00000004487	interacts_with	ENSG00000140320	Gene	Gene
ENSG00000140320	interacts_with	ENSG00000004487	Gene	Gene
ENSG00000288516	interacts_with	ENSG00000178104	Gene	Gene
ENSG00000178104	interacts_with	ENSG00000288516	Gene	Gene
ENSG00000155111	interacts_with	ENSG00000189058	Gene	Gene
ENSG00000189058	interacts_with	ENSG00000155111	Gene	Gene
ENSG00000141510	interacts_with	ENSG00000128731	Gene	Gene
ENSG00000128731	interacts_with	ENSG00000141510	Gene	Gene
ENSG00000070770	interacts_with	ENSG00000054118	Gene	Gene
ENSG00000054118	interacts_with	ENSG00000070770	Gene	Gene
ENSG00000274205	interacts_with	ENSG00000117868	Gene	Gene
ENSG00000117868	interacts_with	ENSG00000274205	Gene	Gene
ENSG00000137575	interacts_with	ENSG00000155760	Gene	Gene
ENSG00000155760	interacts_with	ENSG00000137575	Gene	Gene
ENSG00000070495	interacts_with	ENSG00000154783	Gene	Gene
ENSG00000154783	interacts_with	ENSG00000070495	Gene	Gene
ENSG00000116478	interacts_with	ENSG00000167771	Gene	Gene
ENSG00000167771	interacts_with	ENSG00000116478	Gene	Gene
ENSG00000162385	interacts_with	ENSG00000150316	Gene	Gene
ENSG00000150316	interacts_with	ENSG00000162385	Gene	Gene
ENSG00000058729	interacts_with	ENSG00000278540	Gene	Gene
ENSG00000278540	interacts_with	ENSG00000058729	Gene	Gene
ENSG00000101945	interacts_with	ENSG00000172175	Gene	Gene
ENSG00000172175	interacts_with	ENSG00000101945	Gene	Gene
ENSG00000213923	interacts_with	ENSG00000157734	Gene	Gene
ENSG00000157734	interacts_with	ENSG00000213923	Gene	Gene
ENSG00000172315	interacts_with	ENSG00000102172	Gene	Gene
ENSG00000102172	interacts_with	ENSG00000172315	Gene	Gene
ENSG00000198890	interacts_with	ENSG00000262635	Gene	Gene
ENSG00000262635	interacts_with	ENSG00000198890	Gene	Gene
ENSG00000163666	interacts_with	ENSG00000004487	Gene	Gene
ENSG00000004487	interacts_with	ENSG00000163666	Gene	Gene
ENSG00000281320	interacts_with	ENSG00000110958	Gene	Gene
ENSG00000110958	interacts_with	ENSG00000281320	Gene	Gene
ENSG00000213923	interacts_with	ENSG00000072571	Gene	Gene
ENSG00000072571	interacts_with	ENSG00000213923	Gene	Gene
ENSG00000141510	interacts_with	ENSG00000112208	Gene	Gene
ENSG00000112208	interacts_with	ENSG00000141510	Gene	Gene
ENSG00000274675	interacts_with	ENSG00000101945	Gene	Gene
ENSG00000101945	interacts_with	ENSG00000274675	Gene	Gene
ENSG00000274675	interacts_with	ENSG00000101945	Gene	Gene
ENSG00000101945	interacts_with	ENSG00000274675	Gene	Gene
ENSG00000070495	interacts_with	ENSG00000139154	Gene	Gene
ENSG00000139154	interacts_with	ENSG00000070495	Gene	Gene
ENSG00000163517	interacts_with	ENSG00000074370	Gene	Gene
ENSG00000074370	interacts_with	ENSG00000163517	Gene	Gene
ENSG00000164548	interacts_with	ENSG00000135250	Gene	Gene
ENSG00000135250	interacts_with	ENSG00000164548	Gene	Gene
ENSG00000117266	interacts_with	ENSG00000102316	Gene	Gene
ENSG00000102316	interacts_with	ENSG00000117266	Gene	Gene
ENSG00000004487	interacts_with	ENSG00000109079	Gene	Gene
ENSG00000109079	interacts_with	ENSG00000004487	Gene	Gene
