head	relation	tail	head_type	tail_type
ENSG00000152661	interacts_with	ENSG00000277401	Gene	Gene
ENSG00000105974	interacts_with	ENSG00000152661	Gene	Gene
ENSG00000152661	interacts_with	ENSG00000105974	Gene	Gene
ENSG00000007312	interacts_with	ENSG00000165025	Gene	Gene
ENSG00000165025	interacts_with	ENSG00000007312	Gene	Gene
ENSG00000140443	interacts_with	ENSG00000171105	Gene	Gene
ENSG00000171105	interacts_with	ENSG00000140443	Gene	Gene
ENSG00000140443	interacts_with	ENSG00000135679	Gene	Gene
ENSG00000135679	interacts_with	ENSG00000140443	Gene	Gene
ENSG00000169047	interacts_with	ENSG00000167193	Gene	Gene
ENSG00000167193	interacts_with	ENSG00000169047	Gene	Gene
ENSG00000166484	interacts_with	ENSG00000152661	Gene	Gene
ENSG00000152661	interacts_with	ENSG00000166484	Gene	Gene
ENSG00000169047	interacts_with	ENSG00000115290	Gene	Gene
ENSG00000115290	interacts_with	ENSG00000169047	Gene	Gene
ENSG00000132470	interacts_with	ENSG00000169398	Gene	Gene
ENSG00000169398	interacts_with	ENSG00000132470	Gene	Gene
ENSG00000171105	interacts_with	ENSG00000162434	Gene	Gene
ENSG00000162434	interacts_with	ENSG00000171105	Gene	Gene
ENSG00000171105	interacts_with	ENSG00000096968	Gene	Gene
ENSG00000096968	interacts_with	ENSG00000171105	Gene	Gene
ENSG00000171105	interacts_with	ENSG00000124181	Gene	Gene
ENSG00000124181	interacts_with	ENSG00000171105	Gene	Gene
ENSG00000171105	interacts_with	ENSG00000121774	Gene	Gene
ENSG00000121774	interacts_with	ENSG00000171105	Gene	Gene
ENSG00000171105	interacts_with	ENSG00000173757	Gene	Gene
ENSG00000173757	interacts_with	ENSG00000171105	Gene	Gene
ENSG00000277401	interacts_with	ENSG00000121743	Gene	Gene
ENSG00000121743	interacts_with	ENSG00000277401	Gene	Gene
ENSG00000077238	interacts_with	ENSG00000166888	Gene	Gene
ENSG00000166888	interacts_with	ENSG00000077238	Gene	Gene
ENSG00000162434	interacts_with	ENSG00000111679	Gene	Gene
ENSG00000111679	interacts_with	ENSG00000162434	Gene	Gene
ENSG00000162434	interacts_with	ENSG00000067606	Gene	Gene
ENSG00000067606	interacts_with	ENSG00000162434	Gene	Gene
ENSG00000096968	interacts_with	ENSG00000117400	Gene	Gene
ENSG00000117400	interacts_with	ENSG00000096968	Gene	Gene
ENSG00000049540	interacts_with	ENSG00000138829	Gene	Gene
ENSG00000138829	interacts_with	ENSG00000049540	Gene	Gene
ENSG00000096968	interacts_with	ENSG00000273529	Gene	Gene
ENSG00000273529	interacts_with	ENSG00000096968	Gene	Gene
ENSG00000115594	interacts_with	ENSG00000078902	Gene	Gene
ENSG00000078902	interacts_with	ENSG00000115594	Gene	Gene
ENSG00000182866	interacts_with	ENSG00000198821	Gene	Gene
ENSG00000198821	interacts_with	ENSG00000182866	Gene	Gene
ENSG00000182866	interacts_with	ENSG00000169398	Gene	Gene
ENSG00000169398	interacts_with	ENSG00000182866	Gene	Gene
ENSG00000182866	interacts_with	ENSG00000213658	Gene	Gene
ENSG00000213658	interacts_with	ENSG00000182866	Gene	Gene
ENSG00000161057	interacts_with	ENSG00000175104	Gene	Gene
ENSG00000175104	interacts_with	ENSG00000161057	Gene	Gene
ENSG00000132561	interacts_with	ENSG00000138829	Gene	Gene
ENSG00000138829	interacts_with	ENSG00000132561	Gene	Gene
ENSG00000166508	interacts_with	ENSG00000100906	Gene	Gene
ENSG00000100906	interacts_with	ENSG00000166508	Gene	Gene
ENSG00000177700	interacts_with	ENSG00000282905	Gene	Gene
ENSG00000282905	interacts_with	ENSG00000177700	Gene	Gene
ENSG00000117400	interacts_with	ENSG00000185338	Gene	Gene
ENSG00000185338	interacts_with	ENSG00000117400	Gene	Gene
ENSG00000121966	interacts_with	ENSG00000169398	Gene	Gene
ENSG00000169398	interacts_with	ENSG00000121966	Gene	Gene
ENSG00000100906	interacts_with	ENSG00000077150	Gene	Gene
ENSG00000077150	interacts_with	ENSG00000100906	Gene	Gene
ENSG00000100906	interacts_with	ENSG00000162924	Gene	Gene
ENSG00000162924	interacts_with	ENSG00000100906	Gene	Gene
ENSG00000100906	interacts_with	ENSG00000269335	Gene	Gene
ENSG00000269335	interacts_with	ENSG00000100906	Gene	Gene
ENSG00000100906	interacts_with	ENSG00000213341	Gene	Gene
ENSG00000213341	interacts_with	ENSG00000100906	Gene	Gene
ENSG00000100906	interacts_with	ENSG00000196498	Gene	Gene
ENSG00000196498	interacts_with	ENSG00000100906	Gene	Gene
ENSG00000100906	interacts_with	ENSG00000113558	Gene	Gene
ENSG00000113558	interacts_with	ENSG00000100906	Gene	Gene
ENSG00000100906	interacts_with	ENSG00000100297	Gene	Gene
ENSG00000100297	interacts_with	ENSG00000100906	Gene	Gene
ENSG00000159216	interacts_with	ENSG00000067955	Gene	Gene
ENSG00000067955	interacts_with	ENSG00000159216	Gene	Gene
ENSG00000100906	interacts_with	ENSG00000055130	Gene	Gene
ENSG00000055130	interacts_with	ENSG00000100906	Gene	Gene
ENSG00000100906	interacts_with	ENSG00000070061	Gene	Gene
ENSG00000070061	interacts_with	ENSG00000100906	Gene	Gene
ENSG00000100906	interacts_with	ENSG00000282905	Gene	Gene
ENSG00000282905	interacts_with	ENSG00000100906	Gene	Gene
ENSG00000109320	interacts_with	ENSG00000077150	Gene	Gene
ENSG00000077150	interacts_with	ENSG00000109320	Gene	Gene
ENSG00000109320	interacts_with	ENSG00000162924	Gene	Gene
ENSG00000162924	interacts_with	ENSG00000109320	Gene	Gene
ENSG00000109320	interacts_with	ENSG00000269335	Gene	Gene
ENSG00000269335	interacts_with	ENSG00000109320	Gene	Gene
ENSG00000020633	interacts_with	ENSG00000067955	Gene	Gene
ENSG00000067955	interacts_with	ENSG00000020633	Gene	Gene
ENSG00000109320	interacts_with	ENSG00000166167	Gene	Gene
ENSG00000166167	interacts_with	ENSG00000109320	Gene	Gene
ENSG00000109320	interacts_with	ENSG00000146232	Gene	Gene
ENSG00000146232	interacts_with	ENSG00000109320	Gene	Gene
ENSG00000109320	interacts_with	ENSG00000104856	Gene	Gene
ENSG00000104856	interacts_with	ENSG00000109320	Gene	Gene
ENSG00000109320	interacts_with	ENSG00000282905	Gene	Gene
ENSG00000282905	interacts_with	ENSG00000109320	Gene	Gene
ENSG00000109320	interacts_with	ENSG00000072803	Gene	Gene
ENSG00000072803	interacts_with	ENSG00000109320	Gene	Gene
ENSG00000077150	interacts_with	ENSG00000162924	Gene	Gene
ENSG00000162924	interacts_with	ENSG00000077150	Gene	Gene
ENSG00000077150	interacts_with	ENSG00000156482	Gene	Gene
ENSG00000156482	interacts_with	ENSG00000077150	Gene	Gene
ENSG00000077150	interacts_with	ENSG00000110700	Gene	Gene
ENSG00000110700	interacts_with	ENSG00000077150	Gene	Gene
ENSG00000124813	interacts_with	ENSG00000067955	Gene	Gene
ENSG00000067955	interacts_with	ENSG00000124813	Gene	Gene
ENSG00000077150	interacts_with	ENSG00000107968	Gene	Gene
ENSG00000107968	interacts_with	ENSG00000077150	Gene	Gene
ENSG00000077150	interacts_with	ENSG00000215301	Gene	Gene
ENSG00000215301	interacts_with	ENSG00000077150	Gene	Gene
ENSG00000077150	interacts_with	ENSG00000269335	Gene	Gene
ENSG00000269335	interacts_with	ENSG00000077150	Gene	Gene
ENSG00000077150	interacts_with	ENSG00000213341	Gene	Gene
ENSG00000213341	interacts_with	ENSG00000077150	Gene	Gene
ENSG00000077150	interacts_with	ENSG00000090863	Gene	Gene
ENSG00000090863	interacts_with	ENSG00000077150	Gene	Gene
ENSG00000077150	interacts_with	ENSG00000263001	Gene	Gene
ENSG00000263001	interacts_with	ENSG00000077150	Gene	Gene
ENSG00000077150	interacts_with	ENSG00000104365	Gene	Gene
ENSG00000104365	interacts_with	ENSG00000077150	Gene	Gene
ENSG00000077150	interacts_with	ENSG00000089009	Gene	Gene
ENSG00000089009	interacts_with	ENSG00000077150	Gene	Gene
ENSG00000077150	interacts_with	ENSG00000036672	Gene	Gene
ENSG00000036672	interacts_with	ENSG00000077150	Gene	Gene
ENSG00000077150	interacts_with	ENSG00000282905	Gene	Gene
ENSG00000282905	interacts_with	ENSG00000077150	Gene	Gene
ENSG00000077150	interacts_with	ENSG00000168884	Gene	Gene
ENSG00000168884	interacts_with	ENSG00000077150	Gene	Gene
ENSG00000173039	interacts_with	ENSG00000162924	Gene	Gene
ENSG00000162924	interacts_with	ENSG00000173039	Gene	Gene
ENSG00000173039	interacts_with	ENSG00000107968	Gene	Gene
ENSG00000107968	interacts_with	ENSG00000173039	Gene	Gene
ENSG00000173039	interacts_with	ENSG00000185104	Gene	Gene
ENSG00000185104	interacts_with	ENSG00000173039	Gene	Gene
ENSG00000115844	interacts_with	ENSG00000120149	Gene	Gene
ENSG00000120149	interacts_with	ENSG00000115844	Gene	Gene
ENSG00000173039	interacts_with	ENSG00000146232	Gene	Gene
ENSG00000146232	interacts_with	ENSG00000173039	Gene	Gene
ENSG00000173039	interacts_with	ENSG00000183735	Gene	Gene
ENSG00000183735	interacts_with	ENSG00000173039	Gene	Gene
ENSG00000173039	interacts_with	ENSG00000104856	Gene	Gene
ENSG00000104856	interacts_with	ENSG00000173039	Gene	Gene
ENSG00000173039	interacts_with	ENSG00000113575	Gene	Gene
ENSG00000113575	interacts_with	ENSG00000173039	Gene	Gene
ENSG00000173039	interacts_with	ENSG00000168884	Gene	Gene
ENSG00000168884	interacts_with	ENSG00000173039	Gene	Gene
ENSG00000143190	interacts_with	ENSG00000173757	Gene	Gene
ENSG00000173757	interacts_with	ENSG00000143190	Gene	Gene
ENSG00000163132	interacts_with	ENSG00000120149	Gene	Gene
ENSG00000120149	interacts_with	ENSG00000163132	Gene	Gene
ENSG00000142208	interacts_with	ENSG00000145675	Gene	Gene
ENSG00000145675	interacts_with	ENSG00000142208	Gene	Gene
ENSG00000142208	interacts_with	ENSG00000253729	Gene	Gene
ENSG00000253729	interacts_with	ENSG00000142208	Gene	Gene
ENSG00000125651	interacts_with	ENSG00000120149	Gene	Gene
ENSG00000120149	interacts_with	ENSG00000125651	Gene	Gene
ENSG00000142208	interacts_with	ENSG00000149269	Gene	Gene
ENSG00000149269	interacts_with	ENSG00000142208	Gene	Gene
ENSG00000142208	interacts_with	ENSG00000104365	Gene	Gene
ENSG00000104365	interacts_with	ENSG00000142208	Gene	Gene
ENSG00000142208	interacts_with	ENSG00000157500	Gene	Gene
ENSG00000157500	interacts_with	ENSG00000142208	Gene	Gene
ENSG00000188342	interacts_with	ENSG00000120149	Gene	Gene
ENSG00000120149	interacts_with	ENSG00000188342	Gene	Gene
ENSG00000132155	interacts_with	ENSG00000126934	Gene	Gene
ENSG00000126934	interacts_with	ENSG00000132155	Gene	Gene
ENSG00000132155	interacts_with	ENSG00000136158	Gene	Gene
ENSG00000136158	interacts_with	ENSG00000132155	Gene	Gene
ENSG00000167193	interacts_with	ENSG00000145675	Gene	Gene
ENSG00000145675	interacts_with	ENSG00000167193	Gene	Gene
ENSG00000167193	interacts_with	ENSG00000158092	Gene	Gene
ENSG00000158092	interacts_with	ENSG00000167193	Gene	Gene
ENSG00000167193	interacts_with	ENSG00000160691	Gene	Gene
ENSG00000160691	interacts_with	ENSG00000167193	Gene	Gene
ENSG00000167193	interacts_with	ENSG00000166225	Gene	Gene
ENSG00000166225	interacts_with	ENSG00000167193	Gene	Gene
ENSG00000170345	interacts_with	ENSG00000166949	Gene	Gene
ENSG00000166949	interacts_with	ENSG00000170345	Gene	Gene
ENSG00000125084	interacts_with	ENSG00000281324	Gene	Gene
ENSG00000281324	interacts_with	ENSG00000125084	Gene	Gene
ENSG00000105880	interacts_with	ENSG00000120149	Gene	Gene
ENSG00000120149	interacts_with	ENSG00000105880	Gene	Gene
ENSG00000105976	interacts_with	ENSG00000145675	Gene	Gene
ENSG00000145675	interacts_with	ENSG00000105976	Gene	Gene
ENSG00000105976	interacts_with	ENSG00000124181	Gene	Gene
ENSG00000124181	interacts_with	ENSG00000105976	Gene	Gene
ENSG00000141968	interacts_with	ENSG00000232575	Gene	Gene
ENSG00000232575	interacts_with	ENSG00000141968	Gene	Gene
ENSG00000124813	interacts_with	ENSG00000120149	Gene	Gene
ENSG00000120149	interacts_with	ENSG00000124813	Gene	Gene
ENSG00000176105	interacts_with	ENSG00000157404	Gene	Gene
ENSG00000157404	interacts_with	ENSG00000176105	Gene	Gene
ENSG00000176105	interacts_with	ENSG00000115325	Gene	Gene
ENSG00000115325	interacts_with	ENSG00000176105	Gene	Gene
ENSG00000162924	interacts_with	ENSG00000107968	Gene	Gene
ENSG00000107968	interacts_with	ENSG00000162924	Gene	Gene
ENSG00000162924	interacts_with	ENSG00000282905	Gene	Gene
ENSG00000282905	interacts_with	ENSG00000162924	Gene	Gene
ENSG00000162924	interacts_with	ENSG00000168884	Gene	Gene
ENSG00000168884	interacts_with	ENSG00000162924	Gene	Gene
ENSG00000157404	interacts_with	ENSG00000110395	Gene	Gene
ENSG00000110395	interacts_with	ENSG00000157404	Gene	Gene
ENSG00000157404	interacts_with	ENSG00000097007	Gene	Gene
ENSG00000097007	interacts_with	ENSG00000157404	Gene	Gene
ENSG00000157404	interacts_with	ENSG00000114423	Gene	Gene
ENSG00000114423	interacts_with	ENSG00000157404	Gene	Gene
ENSG00000157404	interacts_with	ENSG00000170677	Gene	Gene
ENSG00000170677	interacts_with	ENSG00000157404	Gene	Gene
ENSG00000157404	interacts_with	ENSG00000171150	Gene	Gene
ENSG00000171150	interacts_with	ENSG00000157404	Gene	Gene
ENSG00000157404	interacts_with	ENSG00000281614	Gene	Gene
ENSG00000281614	interacts_with	ENSG00000157404	Gene	Gene
ENSG00000078043	interacts_with	ENSG00000120149	Gene	Gene
ENSG00000120149	interacts_with	ENSG00000078043	Gene	Gene
ENSG00000000938	interacts_with	ENSG00000115325	Gene	Gene
ENSG00000115325	interacts_with	ENSG00000000938	Gene	Gene
ENSG00000186895	interacts_with	ENSG00000066468	Gene	Gene
ENSG00000066468	interacts_with	ENSG00000186895	Gene	Gene
ENSG00000254087	interacts_with	ENSG00000135605	Gene	Gene
ENSG00000135605	interacts_with	ENSG00000254087	Gene	Gene
ENSG00000065526	interacts_with	ENSG00000120149	Gene	Gene
ENSG00000120149	interacts_with	ENSG00000065526	Gene	Gene
ENSG00000254087	interacts_with	ENSG00000115325	Gene	Gene
ENSG00000115325	interacts_with	ENSG00000254087	Gene	Gene
ENSG00000130522	interacts_with	ENSG00000100030	Gene	Gene
ENSG00000100030	interacts_with	ENSG00000130522	Gene	Gene
ENSG00000130522	interacts_with	ENSG00000166949	Gene	Gene
ENSG00000166949	interacts_with	ENSG00000130522	Gene	Gene
ENSG00000110395	interacts_with	ENSG00000126561	Gene	Gene
ENSG00000126561	interacts_with	ENSG00000110395	Gene	Gene
ENSG00000110395	interacts_with	ENSG00000160999	Gene	Gene
ENSG00000160999	interacts_with	ENSG00000110395	Gene	Gene
ENSG00000075891	interacts_with	ENSG00000121653	Gene	Gene
ENSG00000121653	interacts_with	ENSG00000075891	Gene	Gene
ENSG00000162551	interacts_with	ENSG00000006062	Gene	Gene
ENSG00000006062	interacts_with	ENSG00000162551	Gene	Gene
ENSG00000145675	interacts_with	ENSG00000134853	Gene	Gene
ENSG00000134853	interacts_with	ENSG00000145675	Gene	Gene
ENSG00000145675	interacts_with	ENSG00000163513	Gene	Gene
ENSG00000163513	interacts_with	ENSG00000145675	Gene	Gene
ENSG00000000971	interacts_with	ENSG00000132693	Gene	Gene
ENSG00000132693	interacts_with	ENSG00000000971	Gene	Gene
ENSG00000145675	interacts_with	ENSG00000170677	Gene	Gene
ENSG00000170677	interacts_with	ENSG00000145675	Gene	Gene
ENSG00000121879	interacts_with	ENSG00000185950	Gene	Gene
ENSG00000185950	interacts_with	ENSG00000121879	Gene	Gene
ENSG00000124181	interacts_with	ENSG00000127831	Gene	Gene
ENSG00000127831	interacts_with	ENSG00000124181	Gene	Gene
ENSG00000124181	interacts_with	ENSG00000148053	Gene	Gene
ENSG00000148053	interacts_with	ENSG00000124181	Gene	Gene
ENSG00000124181	interacts_with	ENSG00000160691	Gene	Gene
ENSG00000160691	interacts_with	ENSG00000124181	Gene	Gene
ENSG00000115414	interacts_with	ENSG00000132693	Gene	Gene
ENSG00000132693	interacts_with	ENSG00000115414	Gene	Gene
ENSG00000124181	interacts_with	ENSG00000115325	Gene	Gene
ENSG00000115325	interacts_with	ENSG00000124181	Gene	Gene
ENSG00000124181	interacts_with	ENSG00000095585	Gene	Gene
ENSG00000095585	interacts_with	ENSG00000124181	Gene	Gene
ENSG00000113721	interacts_with	ENSG00000141738	Gene	Gene
ENSG00000141738	interacts_with	ENSG00000113721	Gene	Gene
ENSG00000134982	interacts_with	ENSG00000082701	Gene	Gene
ENSG00000082701	interacts_with	ENSG00000134982	Gene	Gene
ENSG00000179295	interacts_with	ENSG00000111679	Gene	Gene
ENSG00000111679	interacts_with	ENSG00000179295	Gene	Gene
ENSG00000179295	interacts_with	ENSG00000115904	Gene	Gene
ENSG00000115904	interacts_with	ENSG00000179295	Gene	Gene
ENSG00000143226	interacts_with	ENSG00000132693	Gene	Gene
ENSG00000132693	interacts_with	ENSG00000143226	Gene	Gene
ENSG00000179295	interacts_with	ENSG00000198400	Gene	Gene
ENSG00000198400	interacts_with	ENSG00000179295	Gene	Gene
ENSG00000104852	interacts_with	ENSG00000132693	Gene	Gene
ENSG00000132693	interacts_with	ENSG00000104852	Gene	Gene
ENSG00000100030	interacts_with	ENSG00000169083	Gene	Gene
ENSG00000169083	interacts_with	ENSG00000100030	Gene	Gene
ENSG00000100030	interacts_with	ENSG00000113575	Gene	Gene
ENSG00000113575	interacts_with	ENSG00000100030	Gene	Gene
ENSG00000100030	interacts_with	ENSG00000172531	Gene	Gene
ENSG00000172531	interacts_with	ENSG00000100030	Gene	Gene
ENSG00000166501	interacts_with	ENSG00000198286	Gene	Gene
ENSG00000198286	interacts_with	ENSG00000166501	Gene	Gene
ENSG00000163932	interacts_with	ENSG00000197122	Gene	Gene
ENSG00000197122	interacts_with	ENSG00000163932	Gene	Gene
ENSG00000168118	interacts_with	ENSG00000163558	Gene	Gene
ENSG00000163558	interacts_with	ENSG00000168118	Gene	Gene
ENSG00000144566	interacts_with	ENSG00000157500	Gene	Gene
ENSG00000157500	interacts_with	ENSG00000144566	Gene	Gene
ENSG00000104879	interacts_with	ENSG00000166165	Gene	Gene
ENSG00000166165	interacts_with	ENSG00000104879	Gene	Gene
ENSG00000139687	interacts_with	ENSG00000115738	Gene	Gene
ENSG00000115738	interacts_with	ENSG00000139687	Gene	Gene
ENSG00000139687	interacts_with	ENSG00000105810	Gene	Gene
ENSG00000105810	interacts_with	ENSG00000139687	Gene	Gene
ENSG00000103479	interacts_with	ENSG00000115738	Gene	Gene
ENSG00000115738	interacts_with	ENSG00000103479	Gene	Gene
ENSG00000156482	interacts_with	ENSG00000006062	Gene	Gene
ENSG00000006062	interacts_with	ENSG00000156482	Gene	Gene
ENSG00000142534	interacts_with	ENSG00000006062	Gene	Gene
ENSG00000006062	interacts_with	ENSG00000142534	Gene	Gene
ENSG00000110700	interacts_with	ENSG00000006062	Gene	Gene
ENSG00000006062	interacts_with	ENSG00000110700	Gene	Gene
ENSG00000174444	interacts_with	ENSG00000006062	Gene	Gene
ENSG00000006062	interacts_with	ENSG00000174444	Gene	Gene
ENSG00000108654	interacts_with	ENSG00000124151	Gene	Gene
ENSG00000124151	interacts_with	ENSG00000108654	Gene	Gene
ENSG00000108654	interacts_with	ENSG00000084676	Gene	Gene
ENSG00000084676	interacts_with	ENSG00000108654	Gene	Gene
ENSG00000108654	interacts_with	ENSG00000140396	Gene	Gene
ENSG00000140396	interacts_with	ENSG00000108654	Gene	Gene
ENSG00000115904	interacts_with	ENSG00000151491	Gene	Gene
ENSG00000151491	interacts_with	ENSG00000115904	Gene	Gene
ENSG00000165916	interacts_with	ENSG00000175104	Gene	Gene
ENSG00000175104	interacts_with	ENSG00000165916	Gene	Gene
ENSG00000164362	interacts_with	ENSG00000108443	Gene	Gene
ENSG00000108443	interacts_with	ENSG00000164362	Gene	Gene
ENSG00000185591	interacts_with	ENSG00000134086	Gene	Gene
ENSG00000134086	interacts_with	ENSG00000185591	Gene	Gene
ENSG00000185591	interacts_with	ENSG00000169083	Gene	Gene
ENSG00000169083	interacts_with	ENSG00000185591	Gene	Gene
ENSG00000185591	interacts_with	ENSG00000141646	Gene	Gene
ENSG00000141646	interacts_with	ENSG00000185591	Gene	Gene
ENSG00000185591	interacts_with	ENSG00000166949	Gene	Gene
ENSG00000166949	interacts_with	ENSG00000185591	Gene	Gene
ENSG00000197122	interacts_with	ENSG00000213341	Gene	Gene
ENSG00000213341	interacts_with	ENSG00000197122	Gene	Gene
ENSG00000197122	interacts_with	ENSG00000140009	Gene	Gene
ENSG00000140009	interacts_with	ENSG00000197122	Gene	Gene
ENSG00000197122	interacts_with	ENSG00000056558	Gene	Gene
ENSG00000056558	interacts_with	ENSG00000197122	Gene	Gene
ENSG00000197122	interacts_with	ENSG00000131323	Gene	Gene
ENSG00000131323	interacts_with	ENSG00000197122	Gene	Gene
ENSG00000197122	interacts_with	ENSG00000115325	Gene	Gene
ENSG00000115325	interacts_with	ENSG00000197122	Gene	Gene
ENSG00000197122	interacts_with	ENSG00000104365	Gene	Gene
ENSG00000104365	interacts_with	ENSG00000197122	Gene	Gene
ENSG00000106799	interacts_with	ENSG00000137834	Gene	Gene
ENSG00000137834	interacts_with	ENSG00000106799	Gene	Gene
ENSG00000106799	interacts_with	ENSG00000126602	Gene	Gene
ENSG00000126602	interacts_with	ENSG00000106799	Gene	Gene
ENSG00000163513	interacts_with	ENSG00000006125	Gene	Gene
ENSG00000006125	interacts_with	ENSG00000163513	Gene	Gene
ENSG00000163513	interacts_with	ENSG00000105647	Gene	Gene
ENSG00000105647	interacts_with	ENSG00000163513	Gene	Gene
ENSG00000148400	interacts_with	ENSG00000100393	Gene	Gene
ENSG00000100393	interacts_with	ENSG00000148400	Gene	Gene
ENSG00000232810	interacts_with	ENSG00000067182	Gene	Gene
ENSG00000067182	interacts_with	ENSG00000232810	Gene	Gene
ENSG00000232810	interacts_with	ENSG00000028137	Gene	Gene
ENSG00000028137	interacts_with	ENSG00000232810	Gene	Gene
ENSG00000118503	interacts_with	ENSG00000137275	Gene	Gene
ENSG00000137275	interacts_with	ENSG00000118503	Gene	Gene
ENSG00000118503	interacts_with	ENSG00000127666	Gene	Gene
ENSG00000127666	interacts_with	ENSG00000118503	Gene	Gene
ENSG00000141510	interacts_with	ENSG00000175387	Gene	Gene
ENSG00000175387	interacts_with	ENSG00000141510	Gene	Gene
ENSG00000141510	interacts_with	ENSG00000166949	Gene	Gene
ENSG00000166949	interacts_with	ENSG00000141510	Gene	Gene
ENSG00000067182	interacts_with	ENSG00000144554	Gene	Gene
ENSG00000144554	interacts_with	ENSG00000067182	Gene	Gene
ENSG00000028137	interacts_with	ENSG00000144554	Gene	Gene
ENSG00000144554	interacts_with	ENSG00000028137	Gene	Gene
ENSG00000198400	interacts_with	ENSG00000160691	Gene	Gene
ENSG00000160691	interacts_with	ENSG00000198400	Gene	Gene
ENSG00000198400	interacts_with	ENSG00000161011	Gene	Gene
ENSG00000161011	interacts_with	ENSG00000198400	Gene	Gene
ENSG00000198400	interacts_with	ENSG00000160999	Gene	Gene
ENSG00000160999	interacts_with	ENSG00000198400	Gene	Gene
ENSG00000134086	interacts_with	ENSG00000168002	Gene	Gene
ENSG00000168002	interacts_with	ENSG00000134086	Gene	Gene
ENSG00000102226	interacts_with	ENSG00000104856	Gene	Gene
ENSG00000104856	interacts_with	ENSG00000102226	Gene	Gene
ENSG00000163558	interacts_with	ENSG00000213341	Gene	Gene
ENSG00000213341	interacts_with	ENSG00000163558	Gene	Gene
ENSG00000119414	interacts_with	ENSG00000146232	Gene	Gene
ENSG00000146232	interacts_with	ENSG00000119414	Gene	Gene
ENSG00000022267	interacts_with	ENSG00000127124	Gene	Gene
ENSG00000127124	interacts_with	ENSG00000022267	Gene	Gene
ENSG00000102230	interacts_with	ENSG00000143632	Gene	Gene
ENSG00000143632	interacts_with	ENSG00000102230	Gene	Gene
ENSG00000269335	interacts_with	ENSG00000110330	Gene	Gene
ENSG00000110330	interacts_with	ENSG00000269335	Gene	Gene
ENSG00000269335	interacts_with	ENSG00000168040	Gene	Gene
ENSG00000168040	interacts_with	ENSG00000269335	Gene	Gene
ENSG00000269335	interacts_with	ENSG00000183735	Gene	Gene
ENSG00000183735	interacts_with	ENSG00000269335	Gene	Gene
ENSG00000269335	interacts_with	ENSG00000082701	Gene	Gene
ENSG00000082701	interacts_with	ENSG00000269335	Gene	Gene
ENSG00000269335	interacts_with	ENSG00000198286	Gene	Gene
ENSG00000198286	interacts_with	ENSG00000269335	Gene	Gene
ENSG00000269335	interacts_with	ENSG00000096384	Gene	Gene
ENSG00000096384	interacts_with	ENSG00000269335	Gene	Gene
ENSG00000269335	interacts_with	ENSG00000282905	Gene	Gene
ENSG00000282905	interacts_with	ENSG00000269335	Gene	Gene
ENSG00000115641	interacts_with	ENSG00000104879	Gene	Gene
ENSG00000104879	interacts_with	ENSG00000115641	Gene	Gene
ENSG00000269335	interacts_with	ENSG00000084652	Gene	Gene
ENSG00000084652	interacts_with	ENSG00000269335	Gene	Gene
ENSG00000094631	interacts_with	ENSG00000100393	Gene	Gene
ENSG00000100393	interacts_with	ENSG00000094631	Gene	Gene
ENSG00000094631	interacts_with	ENSG00000104856	Gene	Gene
ENSG00000104856	interacts_with	ENSG00000094631	Gene	Gene
ENSG00000184216	interacts_with	ENSG00000135341	Gene	Gene
ENSG00000135341	interacts_with	ENSG00000184216	Gene	Gene
ENSG00000184216	interacts_with	ENSG00000136869	Gene	Gene
ENSG00000136869	interacts_with	ENSG00000184216	Gene	Gene
ENSG00000184216	interacts_with	ENSG00000276561	Gene	Gene
ENSG00000276561	interacts_with	ENSG00000184216	Gene	Gene
ENSG00000109846	interacts_with	ENSG00000160202	Gene	Gene
ENSG00000160202	interacts_with	ENSG00000109846	Gene	Gene
ENSG00000244752	interacts_with	ENSG00000160202	Gene	Gene
ENSG00000160202	interacts_with	ENSG00000244752	Gene	Gene
ENSG00000010671	interacts_with	ENSG00000150455	Gene	Gene
ENSG00000150455	interacts_with	ENSG00000010671	Gene	Gene
ENSG00000196664	interacts_with	ENSG00000172936	Gene	Gene
ENSG00000172936	interacts_with	ENSG00000196664	Gene	Gene
ENSG00000285011	interacts_with	ENSG00000160202	Gene	Gene
ENSG00000160202	interacts_with	ENSG00000285011	Gene	Gene
ENSG00000102145	interacts_with	ENSG00000179588	Gene	Gene
ENSG00000179588	interacts_with	ENSG00000102145	Gene	Gene
ENSG00000126767	interacts_with	ENSG00000107643	Gene	Gene
ENSG00000107643	interacts_with	ENSG00000126767	Gene	Gene
ENSG00000169083	interacts_with	ENSG00000134352	Gene	Gene
ENSG00000134352	interacts_with	ENSG00000169083	Gene	Gene
ENSG00000169083	interacts_with	ENSG00000196498	Gene	Gene
ENSG00000196498	interacts_with	ENSG00000169083	Gene	Gene
ENSG00000169083	interacts_with	ENSG00000114062	Gene	Gene
ENSG00000114062	interacts_with	ENSG00000169083	Gene	Gene
ENSG00000169083	interacts_with	ENSG00000171862	Gene	Gene
ENSG00000171862	interacts_with	ENSG00000169083	Gene	Gene
ENSG00000169083	interacts_with	ENSG00000126457	Gene	Gene
ENSG00000126457	interacts_with	ENSG00000169083	Gene	Gene
ENSG00000169083	interacts_with	ENSG00000134480	Gene	Gene
ENSG00000134480	interacts_with	ENSG00000169083	Gene	Gene
ENSG00000169083	interacts_with	ENSG00000131788	Gene	Gene
