u	v	weight
ENSG00000154928	ENSG00000161714	0.7688308358192444
ENSG00000154928	ENSG00000178741	0.7632145881652832
ENSG00000154928	ENSG00000130203	0.7562496662139893
ENSG00000154928	ENSG00000100097	0.7485615015029907
ENSG00000154928	ENSG00000083857	0.7460947036743164
ENSG00000154928	ENSG00000099800	0.7452097535133362
ENSG00000154928	ENSG00000213639	0.735289454460144
ENSG00000154928	ENSG00000144852	0.7336432933807373
ENSG00000154928	ENSG00000136897	0.721854567527771
ENSG00000154928	ENSG00000033030	0.7137250900268555
ENSG00000182985	ENSG00000082258	0.7882182598114014
ENSG00000182985	ENSG00000002016	0.7412827014923096
ENSG00000182985	ENSG00000274675	0.7246367931365967
ENSG00000182985	ENSG00000105401	0.7100322246551514
ENSG00000182985	ENSG00000173418	0.7035494446754456
ENSG00000182985	ENSG00000143756	0.6969406008720398
ENSG00000182985	ENSG00000169727	0.692736029624939
ENSG00000182985	ENSG00000135632	0.6681272387504578
ENSG00000182985	ENSG00000157404	0.6626214981079102
ENSG00000182985	ENSG00000007237	0.6508223414421082
ENSG00000075945	ENSG00000170515	0.8838882446289062
ENSG00000075945	ENSG00000171863	0.8826210498809814
ENSG00000075945	ENSG00000020426	0.8743950128555298
ENSG00000075945	ENSG00000096746	0.8683104515075684
ENSG00000075945	ENSG00000123374	0.8570855259895325
ENSG00000075945	ENSG00000111640	0.8534499406814575
ENSG00000075945	ENSG00000231135	0.8524731993675232
ENSG00000075945	ENSG00000182774	0.8524360656738281
ENSG00000075945	ENSG00000132383	0.8503091931343079
ENSG00000075945	ENSG00000159692	0.8483087420463562
ENSG00000203786	ENSG00000168495	0.7169381380081177
ENSG00000203786	ENSG00000169439	0.6974621415138245
ENSG00000203786	ENSG00000162616	0.6871244311332703
ENSG00000203786	ENSG00000113209	0.6685987114906311
ENSG00000203786	ENSG00000125656	0.6640197038650513
ENSG00000203786	ENSG00000099942	0.6536880731582642
ENSG00000203786	ENSG00000142168	0.6380441784858704
ENSG00000203786	ENSG00000047579	0.6242039203643799
ENSG00000203786	ENSG00000156873	0.6229926943778992
ENSG00000203786	ENSG00000132294	0.6220391392707825
ENSG00000136710	ENSG00000171858	0.6845446825027466
ENSG00000136710	ENSG00000112033	0.6755829453468323
ENSG00000136710	ENSG00000205869	0.658440351486206
ENSG00000136710	ENSG00000160862	0.6520866751670837
ENSG00000136710	ENSG00000085840	0.6506803035736084
ENSG00000136710	ENSG00000151422	0.649292528629303
ENSG00000136710	ENSG00000175575	0.6413367390632629
ENSG00000136710	ENSG00000030304	0.638902485370636
ENSG00000136710	ENSG00000168143	0.6388877630233765
ENSG00000136710	ENSG00000128524	0.6376047730445862
ENSG00000167004	ENSG00000099942	0.7981916666030884
ENSG00000167004	ENSG00000119408	0.7713396549224854
ENSG00000167004	ENSG00000133119	0.7537384629249573
ENSG00000167004	ENSG00000119318	0.7526418566703796
ENSG00000167004	ENSG00000047579	0.7522876262664795
ENSG00000167004	ENSG00000108654	0.7394747734069824
ENSG00000167004	ENSG00000197965	0.7314133048057556
ENSG00000167004	ENSG00000204217	0.725699245929718
ENSG00000167004	ENSG00000101109	0.7199833989143372
ENSG00000167004	ENSG00000285301	0.7168539762496948
ENSG00000204941	ENSG00000121060	0.7107003331184387
ENSG00000204941	ENSG00000147642	0.6706452369689941
ENSG00000204941	ENSG00000109689	0.6555739641189575
ENSG00000204941	ENSG00000168056	0.6539287567138672
ENSG00000204941	ENSG00000100109	0.6466209292411804
ENSG00000204941	ENSG00000110075	0.6388572454452515
ENSG00000204941	ENSG00000154118	0.6348232626914978
ENSG00000204941	ENSG00000187516	0.6301345825195312
ENSG00000204941	ENSG00000181788	0.6279836893081665
ENSG00000204941	ENSG00000113905	0.6259366869926453
ENSG00000124171	ENSG00000110628	0.7480921149253845
ENSG00000124171	ENSG00000136872	0.7283877730369568
ENSG00000124171	ENSG00000105364	0.7181076407432556
ENSG00000124171	ENSG00000096080	0.7170808911323547
ENSG00000124171	ENSG00000164970	0.6814289689064026
ENSG00000124171	ENSG00000087470	0.6712040305137634
ENSG00000124171	ENSG00000101336	0.6652781367301941
ENSG00000124171	ENSG00000123095	0.6573030352592468
ENSG00000124171	ENSG00000122574	0.6534789204597473
ENSG00000124171	ENSG00000007372	0.653106153011322
ENSG00000185669	ENSG00000188763	0.6943455338478088
ENSG00000185669	ENSG00000049239	0.6575692892074585
ENSG00000185669	ENSG00000115194	0.6447928547859192
ENSG00000185669	ENSG00000138604	0.6443995833396912
ENSG00000185669	ENSG00000197123	0.6346888542175293
ENSG00000185669	ENSG00000167700	0.6295322179794312
ENSG00000185669	ENSG00000178386	0.6133154034614563
ENSG00000185669	ENSG00000147127	0.6131877899169922
ENSG00000185669	ENSG00000164675	0.607031524181366
ENSG00000185669	ENSG00000125508	0.6056967377662659
ENSG00000152749	ENSG00000151689	0.6894632577896118
