u	v	weight
ENSG00000128973	ENSG00000130311	0.7321658730506897
ENSG00000128973	ENSG00000136146	0.7286431193351746
ENSG00000128973	ENSG00000157259	0.7152597904205322
ENSG00000128973	ENSG00000105639	0.7051771879196167
ENSG00000128973	ENSG00000103502	0.7037068009376526
ENSG00000128973	ENSG00000168393	0.695469319820404
ENSG00000128973	ENSG00000056097	0.694485604763031
ENSG00000128973	ENSG00000275793	0.6930053234100342
ENSG00000128973	ENSG00000198771	0.681771993637085
ENSG00000128973	ENSG00000155545	0.6817521452903748
ENSG00000073910	ENSG00000119927	0.5996170043945312
ENSG00000073910	ENSG00000167981	0.5360729098320007
ENSG00000073910	ENSG00000196605	0.5317130088806152
ENSG00000073910	ENSG00000066027	0.5296918153762817
ENSG00000073910	ENSG00000158850	0.5250037908554077
ENSG00000073910	ENSG00000162066	0.5174144506454468
ENSG00000073910	ENSG00000147684	0.500782310962677
ENSG00000073910	ENSG00000179403	0.5002744197845459
ENSG00000073910	ENSG00000144730	0.4997865855693817
ENSG00000073910	ENSG00000143811	0.4992600679397583
ENSG00000141384	ENSG00000100216	0.7872543931007385
ENSG00000141384	ENSG00000177200	0.7668141722679138
ENSG00000141384	ENSG00000130811	0.7655395269393921
ENSG00000141384	ENSG00000180999	0.7585471272468567
ENSG00000141384	ENSG00000172053	0.7583801746368408
ENSG00000141384	ENSG00000143106	0.7550307512283325
ENSG00000141384	ENSG00000105810	0.754226565361023
ENSG00000141384	ENSG00000188342	0.7491722702980042
ENSG00000141384	ENSG00000168411	0.7366905212402344
ENSG00000141384	ENSG00000059728	0.7338470220565796
ENSG00000197558	ENSG00000109625	0.7642527222633362
ENSG00000197558	ENSG00000088888	0.7303021550178528
ENSG00000197558	ENSG00000166924	0.7169183492660522
ENSG00000197558	ENSG00000100003	0.695106565952301
ENSG00000197558	ENSG00000137492	0.6945129632949829
ENSG00000197558	ENSG00000149932	0.6837736964225769
ENSG00000197558	ENSG00000131089	0.6747044324874878
ENSG00000197558	ENSG00000170421	0.6742361783981323
ENSG00000197558	ENSG00000285485	0.6727650761604309
ENSG00000197558	ENSG00000143324	0.6726049184799194
ENSG00000141639	ENSG00000276833	0.7225906252861023
ENSG00000141639	ENSG00000119969	0.7206684947013855
ENSG00000141639	ENSG00000129315	0.7180546522140503
ENSG00000141639	ENSG00000105676	0.71261066198349
ENSG00000141639	ENSG00000154556	0.7090847492218018
ENSG00000141639	ENSG00000072849	0.702734649181366
ENSG00000141639	ENSG00000118689	0.6984991431236267
ENSG00000141639	ENSG00000285317	0.6959319114685059
ENSG00000141639	ENSG00000185591	0.6772159934043884
ENSG00000141639	ENSG00000139926	0.66433185338974
ENSG00000228520	ENSG00000198881	0.6794662475585938
ENSG00000228520	ENSG00000130821	0.6070051789283752
ENSG00000228520	ENSG00000172179	0.5595981478691101
ENSG00000228520	ENSG00000096150	0.5338330268859863
ENSG00000228520	ENSG00000214029	0.5280514359474182
ENSG00000228520	ENSG00000182986	0.5226984024047852
ENSG00000228520	ENSG00000111783	0.5215863585472107
ENSG00000228520	ENSG00000106688	0.5149392485618591
ENSG00000228520	ENSG00000160972	0.5138018727302551
ENSG00000228520	ENSG00000282447	0.5132384896278381
ENSG00000124126	ENSG00000124380	0.7853878140449524
ENSG00000124126	ENSG00000166813	0.7737094163894653
ENSG00000124126	ENSG00000186654	0.7685629725456238
ENSG00000124126	ENSG00000197345	0.7555189728736877
ENSG00000124126	ENSG00000148498	0.7554783821105957
ENSG00000124126	ENSG00000187555	0.7462277412414551
ENSG00000124126	ENSG00000135766	0.7448529005050659
ENSG00000124126	ENSG00000176658	0.743864119052887
ENSG00000124126	ENSG00000107937	0.733332633972168
ENSG00000124126	ENSG00000107371	0.7199721932411194
ENSG00000125931	ENSG00000100519	0.8701387047767639
ENSG00000125931	ENSG00000138095	0.8562597632408142
ENSG00000125931	ENSG00000135679	0.8123716115951538
ENSG00000125931	ENSG00000084207	0.8081907033920288
ENSG00000125931	ENSG00000156675	0.8064667582511902
ENSG00000125931	ENSG00000165916	0.7983261942863464
ENSG00000125931	ENSG00000198774	0.7975649833679199
ENSG00000125931	ENSG00000137193	0.7957766652107239
ENSG00000125931	ENSG00000197780	0.7870743870735168
ENSG00000125931	ENSG00000285435	0.7855030298233032
ENSG00000203737	ENSG00000282777	0.7998127341270447
ENSG00000203737	ENSG00000141367	0.7749657034873962
ENSG00000203737	ENSG00000177733	0.7730956077575684
ENSG00000203737	ENSG00000161513	0.7616248726844788
ENSG00000203737	ENSG00000133835	0.7523627281188965
ENSG00000203737	ENSG00000119041	0.7493166923522949
ENSG00000203737	ENSG00000281526	0.7483862638473511
ENSG00000203737	ENSG00000163884	0.7249000072479248
ENSG00000203737	ENSG00000166924	0.7238038182258606
ENSG00000203737	ENSG00000126012	0.7220982313156128
ENSG00000101115	ENSG00000172005	0.6460293531417847
