u	v	weight
ENSG00000154928	ENSG00000183092	0.8212385177612305
ENSG00000154928	ENSG00000167491	0.7968388795852661
ENSG00000154928	ENSG00000133704	0.789188802242279
ENSG00000154928	ENSG00000118260	0.7604398131370544
ENSG00000154928	ENSG00000135506	0.7561547160148621
ENSG00000154928	ENSG00000163875	0.7543638348579407
ENSG00000154928	ENSG00000120656	0.7363579869270325
ENSG00000154928	ENSG00000100281	0.7358794808387756
ENSG00000154928	ENSG00000164070	0.7328904271125793
ENSG00000154928	ENSG00000146828	0.7314945459365845
ENSG00000182985	ENSG00000169972	0.7265201807022095
ENSG00000182985	ENSG00000181938	0.6886752843856812
ENSG00000182985	ENSG00000135334	0.6510289311408997
ENSG00000182985	ENSG00000017427	0.6500615477561951
ENSG00000182985	ENSG00000101343	0.6428322792053223
ENSG00000182985	ENSG00000173230	0.6215305328369141
ENSG00000182985	ENSG00000103275	0.6208773851394653
ENSG00000182985	ENSG00000196104	0.6203802227973938
ENSG00000182985	ENSG00000122912	0.6190861463546753
ENSG00000182985	ENSG00000103326	0.615402102470398
ENSG00000075945	ENSG00000118579	0.8648123145103455
ENSG00000075945	ENSG00000213585	0.8562551140785217
ENSG00000075945	ENSG00000026025	0.846147358417511
ENSG00000075945	ENSG00000196313	0.837245762348175
ENSG00000075945	ENSG00000137822	0.8322283029556274
ENSG00000075945	ENSG00000115414	0.8297953009605408
ENSG00000075945	ENSG00000089053	0.8184410929679871
ENSG00000075945	ENSG00000156970	0.813968300819397
ENSG00000075945	ENSG00000075651	0.8006829023361206
ENSG00000075945	ENSG00000061794	0.7993523478507996
ENSG00000203786	ENSG00000116954	0.6736751794815063
ENSG00000203786	ENSG00000109332	0.6712635159492493
ENSG00000203786	ENSG00000131018	0.6693061590194702
ENSG00000203786	ENSG00000198900	0.666419506072998
ENSG00000203786	ENSG00000143498	0.6659461855888367
ENSG00000203786	ENSG00000106080	0.6651567220687866
ENSG00000203786	ENSG00000124939	0.658843457698822
ENSG00000203786	ENSG00000140939	0.6569360494613647
ENSG00000203786	ENSG00000129521	0.6567941904067993
ENSG00000203786	ENSG00000127838	0.653688907623291
ENSG00000136710	ENSG00000008324	0.676636815071106
ENSG00000136710	ENSG00000163464	0.6542251110076904
ENSG00000136710	ENSG00000110881	0.635050356388092
ENSG00000136710	ENSG00000074276	0.6274560689926147
ENSG00000136710	ENSG00000091542	0.6219377517700195
ENSG00000136710	ENSG00000101695	0.6210373044013977
ENSG00000136710	ENSG00000185127	0.6181271076202393
ENSG00000136710	ENSG00000188786	0.6128689646720886
ENSG00000136710	ENSG00000188015	0.595459520816803
ENSG00000136710	ENSG00000120519	0.5925949811935425
ENSG00000167004	ENSG00000111605	0.817769467830658
ENSG00000167004	ENSG00000154582	0.8029273748397827
ENSG00000167004	ENSG00000075539	0.8023814558982849
ENSG00000167004	ENSG00000109606	0.7995282411575317
ENSG00000167004	ENSG00000183690	0.7979544997215271
ENSG00000167004	ENSG00000181638	0.7799333930015564
ENSG00000167004	ENSG00000104722	0.7736672163009644
ENSG00000167004	ENSG00000095794	0.7704330086708069
ENSG00000167004	ENSG00000119638	0.7659683227539062
ENSG00000167004	ENSG00000179583	0.7651264667510986
ENSG00000204941	ENSG00000067596	0.6705198287963867
ENSG00000204941	ENSG00000132357	0.6522040963172913
ENSG00000204941	ENSG00000105369	0.6440322995185852
ENSG00000204941	ENSG00000058866	0.628800630569458
ENSG00000204941	ENSG00000104903	0.6194854378700256
ENSG00000204941	ENSG00000187147	0.6181235313415527
ENSG00000204941	ENSG00000143158	0.6176904439926147
ENSG00000204941	ENSG00000161654	0.6004672050476074
ENSG00000204941	ENSG00000005486	0.5992570519447327
ENSG00000204941	ENSG00000138030	0.5923163890838623
ENSG00000124171	ENSG00000125870	0.734959065914154
ENSG00000124171	ENSG00000119760	0.7259442806243896
ENSG00000124171	ENSG00000078142	0.7216756343841553
ENSG00000124171	ENSG00000121207	0.7165516018867493
ENSG00000124171	ENSG00000169813	0.7153130769729614
ENSG00000124171	ENSG00000143845	0.7087289690971375
ENSG00000124171	ENSG00000087074	0.7077978253364563
ENSG00000124171	ENSG00000169071	0.6923280954360962
ENSG00000124171	ENSG00000144401	0.6737933158874512
ENSG00000124171	ENSG00000128596	0.6656609773635864
ENSG00000185669	ENSG00000196090	0.6961910724639893
ENSG00000185669	ENSG00000166133	0.6424399018287659
ENSG00000185669	ENSG00000159189	0.6197406053543091
ENSG00000185669	ENSG00000111704	0.6062912940979004
ENSG00000185669	ENSG00000064933	0.6052514910697937
ENSG00000185669	ENSG00000170581	0.5899871587753296
ENSG00000185669	ENSG00000197728	0.5680075883865356
ENSG00000185669	ENSG00000101782	0.5660865306854248
ENSG00000185669	ENSG00000102144	0.5644385814666748
ENSG00000185669	ENSG00000037965	0.5593103170394897
ENSG00000152749	ENSG00000108839	0.6262882947921753
ENSG00000152749	ENSG00000125492	0.6012974381446838
ENSG00000152749	ENSG00000142235	0.5782740116119385
ENSG00000152749	ENSG00000163348	0.5700971484184265
ENSG00000152749	ENSG00000062194	0.5615575313568115
ENSG00000152749	ENSG00000169629	0.552014946937561
ENSG00000152749	ENSG00000169071	0.5370382070541382
ENSG00000152749	ENSG00000176393	0.5319070816040039
