u	v	weight
ENSG00000154928	ENSG00000153922	0.6834582090377808
ENSG00000154928	ENSG00000162692	0.6770768761634827
ENSG00000154928	ENSG00000254093	0.6760870218276978
ENSG00000154928	ENSG00000165799	0.6652445197105408
ENSG00000154928	ENSG00000168214	0.6615128517150879
ENSG00000154928	ENSG00000166535	0.6554251313209534
ENSG00000154928	ENSG00000176171	0.6540843844413757
ENSG00000154928	ENSG00000066044	0.6528805494308472
ENSG00000154928	ENSG00000105289	0.6478362679481506
ENSG00000154928	ENSG00000069329	0.6462574601173401
ENSG00000110987	ENSG00000188848	0.7314769625663757
ENSG00000110987	ENSG00000163322	0.6589826941490173
ENSG00000110987	ENSG00000268696	0.6370708346366882
ENSG00000110987	ENSG00000170236	0.6363810896873474
ENSG00000110987	ENSG00000163638	0.6333099007606506
ENSG00000110987	ENSG00000163516	0.632178544998169
ENSG00000110987	ENSG00000237114	0.6299266219139099
ENSG00000110987	ENSG00000121871	0.6272373199462891
ENSG00000110987	ENSG00000133106	0.624533474445343
ENSG00000110987	ENSG00000272712	0.6213940978050232
ENSG00000182985	ENSG00000051523	0.6979448199272156
ENSG00000182985	ENSG00000140320	0.6804068088531494
ENSG00000182985	ENSG00000105372	0.6509932279586792
ENSG00000182985	ENSG00000085185	0.648840606212616
ENSG00000182985	ENSG00000141562	0.6408706903457642
ENSG00000182985	ENSG00000145191	0.6394174098968506
ENSG00000182985	ENSG00000041515	0.6386626958847046
ENSG00000182985	ENSG00000213585	0.6259074211120605
ENSG00000182985	ENSG00000185800	0.6257345676422119
ENSG00000182985	ENSG00000163053	0.6250152587890625
ENSG00000075945	ENSG00000102901	0.7580834031105042
ENSG00000075945	ENSG00000172115	0.7342978119850159
ENSG00000075945	ENSG00000276323	0.7170290946960449
ENSG00000075945	ENSG00000113318	0.7016243934631348
ENSG00000075945	ENSG00000116711	0.7014144659042358
ENSG00000075945	ENSG00000163918	0.7014139294624329
ENSG00000075945	ENSG00000100014	0.6967845559120178
ENSG00000075945	ENSG00000166233	0.6871249079704285
ENSG00000075945	ENSG00000116750	0.6856476068496704
ENSG00000075945	ENSG00000280831	0.6853092312812805
ENSG00000105697	ENSG00000198863	0.6463947296142578
ENSG00000105697	ENSG00000137857	0.6447691917419434
ENSG00000105697	ENSG00000234947	0.618617594242096
ENSG00000105697	ENSG00000196724	0.599490225315094
ENSG00000105697	ENSG00000037965	0.5922189950942993
ENSG00000105697	ENSG00000178015	0.5915398001670837
ENSG00000105697	ENSG00000213420	0.5866531729698181
ENSG00000105697	ENSG00000261678	0.5816665291786194
ENSG00000105697	ENSG00000275176	0.5764784216880798
